case,activity,timestamp,completeTime
86,H,2019/01/11 15:04:38.616,2019/01/11 15:04:38.616
79,E,2019/01/11 15:06:55.074,2019/01/11 15:06:55.074
74,G,2019/01/11 15:07:50.005,2019/01/11 15:07:50.005
89,A,2019/01/11 15:07:55.084,2019/01/11 15:07:55.084
80,E,2019/01/11 15:08:10.318,2019/01/11 15:08:10.318
83,D,2019/01/11 15:10:54.857,2019/01/11 15:10:54.857
92,D,2019/01/11 15:12:46.490,2019/01/11 15:12:46.490
81,C,2019/01/11 15:17:47.644,2019/01/11 15:17:47.644
91,C,2019/01/11 15:18:42.825,2019/01/11 15:18:42.825
88,G,2019/01/11 15:18:44.384,2019/01/11 15:18:44.384
94,A,2019/01/11 15:20:00.000,2019/01/11 15:20:00.000
87,C,2019/01/11 15:22:33.226,2019/01/11 15:22:33.226
76,D,2019/01/11 15:22:43.055,2019/01/11 15:22:43.055
90,A,2019/01/11 15:25:37.251,2019/01/11 15:25:37.251
84,G,2019/01/11 15:26:10.556,2019/01/11 15:26:10.556
80,G,2019/01/11 15:36:28.583,2019/01/11 15:36:28.583
79,G,2019/01/11 15:36:57.340,2019/01/11 15:36:57.340
74,H,2019/01/11 15:38:22.245,2019/01/11 15:38:22.245
89,B,2019/01/11 15:38:37.849,2019/01/11 15:38:37.849
95,A,2019/01/11 15:40:00.000,2019/01/11 15:40:00.000
92,F,2019/01/11 15:40:52.602,2019/01/11 15:40:52.602
83,F,2019/01/11 15:40:52.734,2019/01/11 15:40:52.734
88,I,2019/01/11 15:43:51.360,2019/01/11 15:43:51.360
94,D,2019/01/11 15:48:52.712,2019/01/11 15:48:52.712
91,A,2019/01/11 15:49:45.676,2019/01/11 15:49:45.676
81,A,2019/01/11 15:50:10.049,2019/01/11 15:50:10.049
76,F,2019/01/11 15:51:51.007,2019/01/11 15:51:51.007
87,A,2019/01/11 15:53:26.201,2019/01/11 15:53:26.201
90,D,2019/01/11 15:55:28.801,2019/01/11 15:55:28.801
84,I,2019/01/11 15:55:52.445,2019/01/11 15:55:52.445
96,A,2019/01/11 16:00:00.000,2019/01/11 16:00:00.000
89,C,2019/01/11 16:03:29.794,2019/01/11 16:03:29.794
79,H,2019/01/11 16:09:17.507,2019/01/11 16:09:17.507
95,B,2019/01/11 16:10:22.620,2019/01/11 16:10:22.620
83,E,2019/01/11 16:12:50.771,2019/01/11 16:12:50.771
80,H,2019/01/11 16:14:44.798,2019/01/11 16:14:44.798
92,E,2019/01/11 16:14:45.644,2019/01/11 16:14:45.644
91,B,2019/01/11 16:16:50.524,2019/01/11 16:16:50.524
88,J,2019/01/11 16:18:30.497,2019/01/11 16:18:30.497
94,F,2019/01/11 16:19:57.932,2019/01/11 16:19:57.932
97,A,2019/01/11 16:20:00.000,2019/01/11 16:20:00.000
81,D,2019/01/11 16:21:12.418,2019/01/11 16:21:12.418
87,D,2019/01/11 16:22:12.600,2019/01/11 16:22:12.600
90,F,2019/01/11 16:22:58.549,2019/01/11 16:22:58.549
76,E,2019/01/11 16:24:09.048,2019/01/11 16:24:09.048
84,J,2019/01/11 16:27:03.706,2019/01/11 16:27:03.706
96,B,2019/01/11 16:30:13.434,2019/01/11 16:30:13.434
89,A,2019/01/11 16:37:03.643,2019/01/11 16:37:03.643
95,C,2019/01/11 16:39:21.917,2019/01/11 16:39:21.917
98,A,2019/01/11 16:40:00.000,2019/01/11 16:40:00.000
83,G,2019/01/11 16:41:15.263,2019/01/11 16:41:15.263
91,C,2019/01/11 16:44:08.229,2019/01/11 16:44:08.229
88,L,2019/01/11 16:44:27.229,2019/01/11 16:44:27.229
92,G,2019/01/11 16:48:40.689,2019/01/11 16:48:40.689
87,F,2019/01/11 16:49:08.683,2019/01/11 16:49:08.683
81,F,2019/01/11 16:49:41.943,2019/01/11 16:49:41.943
97,D,2019/01/11 16:52:31.670,2019/01/11 16:52:31.670
76,G,2019/01/11 16:53:00.568,2019/01/11 16:53:00.568
94,E,2019/01/11 16:55:04.188,2019/01/11 16:55:04.188
90,E,2019/01/11 16:56:05.533,2019/01/11 16:56:05.533
84,L,2019/01/11 16:58:13.634,2019/01/11 16:58:13.634
99,A,2019/01/11 17:00:00.000,2019/01/11 17:00:00.000
82,C,2019/01/11 17:00:56.477,2019/01/11 17:00:56.477
96,C,2019/01/11 17:04:05.697,2019/01/11 17:04:05.697
89,B,2019/01/11 17:06:44.670,2019/01/11 17:06:44.670
83,I,2019/01/11 17:09:53.393,2019/01/11 17:09:53.393
98,D,2019/01/11 17:11:15.274,2019/01/11 17:11:15.274
88,M,2019/01/11 17:11:59.395,2019/01/11 17:11:59.395
95,A,2019/01/11 17:12:04.871,2019/01/11 17:12:04.871
87,E,2019/01/11 17:15:17.712,2019/01/11 17:15:17.712
91,A,2019/01/11 17:17:26.989,2019/01/11 17:17:26.989
81,E,2019/01/11 17:18:36.621,2019/01/11 17:18:36.621
100,A,2019/01/11 17:20:00.000,2019/01/11 17:20:00.000
92,H,2019/01/11 17:21:33.940,2019/01/11 17:21:33.940
76,I,2019/01/11 17:21:37.843,2019/01/11 17:21:37.843
90,G,2019/01/11 17:23:34.932,2019/01/11 17:23:34.932
84,M,2019/01/11 17:25:51.449,2019/01/11 17:25:51.449
94,G,2019/01/11 17:26:29.417,2019/01/11 17:26:29.417
97,F,2019/01/11 17:29:03.744,2019/01/11 17:29:03.744
82,A,2019/01/11 17:29:56.148,2019/01/11 17:29:56.148
89,C,2019/01/11 17:32:50.908,2019/01/11 17:32:50.908
99,B,2019/01/11 17:32:59.004,2019/01/11 17:32:59.004
96,A,2019/01/11 17:34:05.722,2019/01/11 17:34:05.722
101,A,2019/01/11 17:40:00.000,2019/01/11 17:40:00.000
95,B,2019/01/11 17:40:19.607,2019/01/11 17:40:19.607
98,F,2019/01/11 17:41:39.027,2019/01/11 17:41:39.027
100,B,2019/01/11 17:44:41.973,2019/01/11 17:44:41.973
88,N,2019/01/11 17:47:21.005,2019/01/11 17:47:21.005
83,J,2019/01/11 17:48:38.255,2019/01/11 17:48:38.255
81,G,2019/01/11 17:48:54.562,2019/01/11 17:48:54.562
91,D,2019/01/11 17:49:45.555,2019/01/11 17:49:45.555
87,G,2019/01/11 17:50:35.044,2019/01/11 17:50:35.044
90,I,2019/01/11 17:50:48.817,2019/01/11 17:50:48.817
84,N,2019/01/11 17:53:52.295,2019/01/11 17:53:52.295
99,C,2019/01/11 17:55:00.769,2019/01/11 17:55:00.769
94,I,2019/01/11 17:55:44.969,2019/01/11 17:55:44.969
76,J,2019/01/11 17:56:10.397,2019/01/11 17:56:10.397
82,D,2019/01/11 17:56:30.435,2019/01/11 17:56:30.435
102,A,2019/01/11 18:00:00.000,2019/01/11 18:00:00.000
89,A,2019/01/11 18:00:58.482,2019/01/11 18:00:58.482
97,E,2019/01/11 18:02:45.864,2019/01/11 18:02:45.864
96,B,2019/01/11 18:03:25.007,2019/01/11 18:03:25.007
93,E,2019/01/11 18:09:07.044,2019/01/11 18:09:07.044
101,D,2019/01/11 18:09:36.565,2019/01/11 18:09:36.565
95,C,2019/01/11 18:11:35.546,2019/01/11 18:11:35.546
98,E,2019/01/11 18:12:34.788,2019/01/11 18:12:34.788
83,K,2019/01/11 18:15:00.435,2019/01/11 18:15:00.435
91,F,2019/01/11 18:15:29.748,2019/01/11 18:15:29.748
87,I,2019/01/11 18:16:17.013,2019/01/11 18:16:17.013
100,C,2019/01/11 18:19:12.501,2019/01/11 18:19:12.501
103,A,2019/01/11 18:20:00.000,2019/01/11 18:20:00.000
81,I,2019/01/11 18:20:42.435,2019/01/11 18:20:42.435
90,J,2019/01/11 18:21:42.496,2019/01/11 18:21:42.496
94,J,2019/01/11 18:24:13.587,2019/01/11 18:24:13.587
82,F,2019/01/11 18:25:29.387,2019/01/11 18:25:29.387
99,A,2019/01/11 18:26:34.434,2019/01/11 18:26:34.434
76,L,2019/01/11 18:27:19.228,2019/01/11 18:27:19.228
89,D,2019/01/11 18:30:27.025,2019/01/11 18:30:27.025
102,B,2019/01/11 18:32:11.888,2019/01/11 18:32:11.888
96,C,2019/01/11 18:34:56.442,2019/01/11 18:34:56.442
97,G,2019/01/11 18:35:10.233,2019/01/11 18:35:10.233
95,A,2019/01/11 18:36:06.980,2019/01/11 18:36:06.980
101,F,2019/01/11 18:37:40.535,2019/01/11 18:37:40.535
104,A,2019/01/11 18:40:00.000,2019/01/11 18:40:00.000
93,G,2019/01/11 18:41:06.428,2019/01/11 18:41:06.428
98,G,2019/01/11 18:42:57.139,2019/01/11 18:42:57.139
83,M,2019/01/11 18:45:03.019,2019/01/11 18:45:03.019
82,E,2019/01/11 18:47:34.748,2019/01/11 18:47:34.748
87,J,2019/01/11 18:48:00.624,2019/01/11 18:48:00.624
81,J,2019/01/11 18:48:51.283,2019/01/11 18:48:51.283
91,E,2019/01/11 18:49:44.790,2019/01/11 18:49:44.790
103,B,2019/01/11 18:49:48.709,2019/01/11 18:49:48.709
100,A,2019/01/11 18:50:00.539,2019/01/11 18:50:00.539
90,K,2019/01/11 18:50:51.145,2019/01/11 18:50:51.145
99,B,2019/01/11 18:51:57.098,2019/01/11 18:51:57.098
76,M,2019/01/11 18:52:01.504,2019/01/11 18:52:01.504
94,K,2019/01/11 18:52:55.936,2019/01/11 18:52:55.936
105,A,2019/01/11 19:00:00.000,2019/01/11 19:00:00.000
96,A,2019/01/11 19:02:43.213,2019/01/11 19:02:43.213
89,F,2019/01/11 19:03:27.564,2019/01/11 19:03:27.564
97,I,2019/01/11 19:06:05.335,2019/01/11 19:06:05.335
93,I,2019/01/11 19:06:48.591,2019/01/11 19:06:48.591
102,C,2019/01/11 19:07:07.796,2019/01/11 19:07:07.796
101,E,2019/01/11 19:08:37.650,2019/01/11 19:08:37.650
95,D,2019/01/11 19:09:01.524,2019/01/11 19:09:01.524
104,D,2019/01/11 19:12:24.226,2019/01/11 19:12:24.226
98,I,2019/01/11 19:14:33.949,2019/01/11 19:14:33.949
103,C,2019/01/11 19:15:21.303,2019/01/11 19:15:21.303
81,K,2019/01/11 19:16:39.774,2019/01/11 19:16:39.774
83,N,2019/01/11 19:18:00.185,2019/01/11 19:18:00.185
91,G,2019/01/11 19:18:55.750,2019/01/11 19:18:55.750
106,A,2019/01/11 19:20:00.000,2019/01/11 19:20:00.000
100,B,2019/01/11 19:21:02.368,2019/01/11 19:21:02.368
90,M,2019/01/11 19:22:20.133,2019/01/11 19:22:20.133
87,K,2019/01/11 19:22:35.457,2019/01/11 19:22:35.457
76,N,2019/01/11 19:22:54.106,2019/01/11 19:22:54.106
99,C,2019/01/11 19:23:29.082,2019/01/11 19:23:29.082
82,G,2019/01/11 19:24:59.837,2019/01/11 19:24:59.837
89,E,2019/01/11 19:25:20.827,2019/01/11 19:25:20.827
94,M,2019/01/11 19:25:53.853,2019/01/11 19:25:53.853
105,B,2019/01/11 19:31:30.723,2019/01/11 19:31:30.723
102,A,2019/01/11 19:32:49.513,2019/01/11 19:32:49.513
93,J,2019/01/11 19:36:00.827,2019/01/11 19:36:00.827
96,D,2019/01/11 19:36:30.362,2019/01/11 19:36:30.362
97,J,2019/01/11 19:37:02.948,2019/01/11 19:37:02.948
95,F,2019/01/11 19:37:24.737,2019/01/11 19:37:24.737
101,G,2019/01/11 19:38:34.734,2019/01/11 19:38:34.734
107,A,2019/01/11 19:40:00.000,2019/01/11 19:40:00.000
98,J,2019/01/11 19:43:16.964,2019/01/11 19:43:16.964
91,I,2019/01/11 19:43:40.751,2019/01/11 19:43:40.751
104,F,2019/01/11 19:44:31.782,2019/01/11 19:44:31.782
103,A,2019/01/11 19:45:45.765,2019/01/11 19:45:45.765
87,M,2019/01/11 19:48:39.979,2019/01/11 19:48:39.979
99,A,2019/01/11 19:49:35.541,2019/01/11 19:49:35.541
81,M,2019/01/11 19:49:35.555,2019/01/11 19:49:35.555
106,D,2019/01/11 19:49:46.283,2019/01/11 19:49:46.283
90,N,2019/01/11 19:50:41.216,2019/01/11 19:50:41.216
89,G,2019/01/11 19:51:31.724,2019/01/11 19:51:31.724
94,O,2019/01/11 19:54:00.857,2019/01/11 19:54:00.857
100,C,2019/01/11 19:54:24.438,2019/01/11 19:54:24.438
82,I,2019/01/11 19:54:26.312,2019/01/11 19:54:26.312
102,D,2019/01/11 19:57:40.419,2019/01/11 19:57:40.419
105,C,2019/01/11 19:59:51.923,2019/01/11 19:59:51.923
108,A,2019/01/11 20:00:00.000,2019/01/11 20:00:00.000
95,E,2019/01/11 20:05:39.739,2019/01/11 20:05:39.739
93,L,2019/01/11 20:05:45.437,2019/01/11 20:05:45.437
101,H,2019/01/11 20:06:16.229,2019/01/11 20:06:16.229
96,F,2019/01/11 20:08:57.175,2019/01/11 20:08:57.175
107,D,2019/01/11 20:09:43.636,2019/01/11 20:09:43.636
97,K,2019/01/11 20:10:32.768,2019/01/11 20:10:32.768
104,E,2019/01/11 20:11:05.290,2019/01/11 20:11:05.290
87,N,2019/01/11 20:13:28.877,2019/01/11 20:13:28.877
91,J,2019/01/11 20:14:09.836,2019/01/11 20:14:09.836
103,D,2019/01/11 20:15:26.407,2019/01/11 20:15:26.407
98,K,2019/01/11 20:17:01.393,2019/01/11 20:17:01.393
106,F,2019/01/11 20:17:21.109,2019/01/11 20:17:21.109
81,N,2019/01/11 20:18:21.546,2019/01/11 20:18:21.546
89,H,2019/01/11 20:22:14.771,2019/01/11 20:22:14.771
99,B,2019/01/11 20:23:56.035,2019/01/11 20:23:56.035
82,J,2019/01/11 20:24:00.495,2019/01/11 20:24:00.495
100,A,2019/01/11 20:25:05.819,2019/01/11 20:25:05.819
102,F,2019/01/11 20:29:44.235,2019/01/11 20:29:44.235
108,B,2019/01/11 20:30:52.559,2019/01/11 20:30:52.559
107,F,2019/01/11 20:32:08.001,2019/01/11 20:32:08.001
105,A,2019/01/11 20:33:08.746,2019/01/11 20:33:08.746
93,M,2019/01/11 20:34:33.718,2019/01/11 20:34:33.718
96,E,2019/01/11 20:39:09.715,2019/01/11 20:39:09.715
110,A,2019/01/11 20:40:00.000,2019/01/11 20:40:00.000
95,G,2019/01/11 20:40:25.946,2019/01/11 20:40:25.946
104,G,2019/01/11 20:43:14.086,2019/01/11 20:43:14.086
103,F,2019/01/11 20:44:02.987,2019/01/11 20:44:02.987
98,M,2019/01/11 20:45:02.500,2019/01/11 20:45:02.500
106,E,2019/01/11 20:47:05.191,2019/01/11 20:47:05.191
97,M,2019/01/11 20:49:29.551,2019/01/11 20:49:29.551
91,L,2019/01/11 20:51:39.142,2019/01/11 20:51:39.142
82,K,2019/01/11 20:54:13.088,2019/01/11 20:54:13.088
99,C,2019/01/11 20:55:22.189,2019/01/11 20:55:22.189
100,D,2019/01/11 20:56:28.309,2019/01/11 20:56:28.309
108,C,2019/01/11 20:56:51.082,2019/01/11 20:56:51.082
102,E,2019/01/11 20:57:05.407,2019/01/11 20:57:05.407
105,B,2019/01/11 20:58:48.263,2019/01/11 20:58:48.263
111,A,2019/01/11 21:00:00.000,2019/01/11 21:00:00.000
93,O,2019/01/11 21:00:06.417,2019/01/11 21:00:06.417
107,E,2019/01/11 21:04:11.203,2019/01/11 21:04:11.203
95,I,2019/01/11 21:07:25.055,2019/01/11 21:07:25.055
96,G,2019/01/11 21:09:57.113,2019/01/11 21:09:57.113
110,D,2019/01/11 21:10:57.657,2019/01/11 21:10:57.657
103,E,2019/01/11 21:15:53.030,2019/01/11 21:15:53.030
97,N,2019/01/11 21:16:05.364,2019/01/11 21:16:05.364
104,H,2019/01/11 21:16:59.702,2019/01/11 21:16:59.702
98,N,2019/01/11 21:17:22.987,2019/01/11 21:17:22.987
106,G,2019/01/11 21:19:21.802,2019/01/11 21:19:21.802
112,A,2019/01/11 21:20:00.000,2019/01/11 21:20:00.000
91,M,2019/01/11 21:20:12.817,2019/01/11 21:20:12.817
100,F,2019/01/11 21:22:58.886,2019/01/11 21:22:58.886
82,M,2019/01/11 21:26:51.603,2019/01/11 21:26:51.603
102,G,2019/01/11 21:27:51.674,2019/01/11 21:27:51.674
99,A,2019/01/11 21:27:54.201,2019/01/11 21:27:54.201
108,A,2019/01/11 21:31:47.697,2019/01/11 21:31:47.697
111,D,2019/01/11 21:32:08.102,2019/01/11 21:32:08.102
105,C,2019/01/11 21:33:06.264,2019/01/11 21:33:06.264
95,J,2019/01/11 21:34:43.112,2019/01/11 21:34:43.112
96,I,2019/01/11 21:35:39.657,2019/01/11 21:35:39.657
107,G,2019/01/11 21:36:09.909,2019/01/11 21:36:09.909
113,A,2019/01/11 21:40:00.000,2019/01/11 21:40:00.000
110,F,2019/01/11 21:42:32.898,2019/01/11 21:42:32.898
112,D,2019/01/11 21:44:57.391,2019/01/11 21:44:57.391
91,N,2019/01/11 21:46:03.539,2019/01/11 21:46:03.539
103,G,2019/01/11 21:46:24.246,2019/01/11 21:46:24.246
106,I,2019/01/11 21:49:24.092,2019/01/11 21:49:24.092
100,E,2019/01/11 21:55:00.032,2019/01/11 21:55:00.032
82,N,2019/01/11 21:55:24.066,2019/01/11 21:55:24.066
99,D,2019/01/11 21:56:49.329,2019/01/11 21:56:49.329
107,H,2019/01/11 21:56:58.710,2019/01/11 21:56:58.710
102,I,2019/01/11 21:59:41.274,2019/01/11 21:59:41.274
114,A,2019/01/11 22:00:00.000,2019/01/11 22:00:00.000
105,A,2019/01/11 22:01:02.906,2019/01/11 22:01:02.906
111,F,2019/01/11 22:04:26.103,2019/01/11 22:04:26.103
108,B,2019/01/11 22:04:27.557,2019/01/11 22:04:27.557
96,J,2019/01/11 22:04:34.030,2019/01/11 22:04:34.030
95,L,2019/01/11 22:05:49.847,2019/01/11 22:05:49.847
113,D,2019/01/11 22:09:42.930,2019/01/11 22:09:42.930
110,E,2019/01/11 22:12:58.376,2019/01/11 22:12:58.376
112,F,2019/01/11 22:15:03.289,2019/01/11 22:15:03.289
103,I,2019/01/11 22:15:30.931,2019/01/11 22:15:30.931
106,J,2019/01/11 22:19:31.287,2019/01/11 22:19:31.287
115,A,2019/01/11 22:20:00.000,2019/01/11 22:20:00.000
100,G,2019/01/11 22:21:12.733,2019/01/11 22:21:12.733
99,F,2019/01/11 22:25:20.943,2019/01/11 22:25:20.943
105,B,2019/01/11 22:28:23.760,2019/01/11 22:28:23.760
102,J,2019/01/11 22:29:34.897,2019/01/11 22:29:34.897
96,K,2019/01/11 22:31:51.593,2019/01/11 22:31:51.593
111,E,2019/01/11 22:32:41.304,2019/01/11 22:32:41.304
114,D,2019/01/11 22:34:48.433,2019/01/11 22:34:48.433
95,M,2019/01/11 22:36:01.315,2019/01/11 22:36:01.315
108,C,2019/01/11 22:38:33.126,2019/01/11 22:38:33.126
113,F,2019/01/11 22:39:20.717,2019/01/11 22:39:20.717
116,A,2019/01/11 22:40:00.000,2019/01/11 22:40:00.000
112,E,2019/01/11 22:45:05.251,2019/01/11 22:45:05.251
110,G,2019/01/11 22:45:53.189,2019/01/11 22:45:53.189
103,J,2019/01/11 22:47:58.549,2019/01/11 22:47:58.549
106,K,2019/01/11 22:50:29.625,2019/01/11 22:50:29.625
115,D,2019/01/11 22:51:05.473,2019/01/11 22:51:05.473
99,E,2019/01/11 22:53:14.267,2019/01/11 22:53:14.267
100,I,2019/01/11 22:54:01.913,2019/01/11 22:54:01.913
111,G,2019/01/11 22:58:53.062,2019/01/11 22:58:53.062
117,A,2019/01/11 23:00:00.000,2019/01/11 23:00:00.000
96,M,2019/01/11 23:02:55.005,2019/01/11 23:02:55.005
114,F,2019/01/11 23:03:14.370,2019/01/11 23:03:14.370
116,B,2019/01/11 23:03:37.756,2019/01/11 23:03:37.756
102,K,2019/01/11 23:04:02.074,2019/01/11 23:04:02.074
95,O,2019/01/11 23:04:30.280,2019/01/11 23:04:30.280
105,C,2019/01/11 23:07:07.900,2019/01/11 23:07:07.900
108,A,2019/01/11 23:10:06.460,2019/01/11 23:10:06.460
113,E,2019/01/11 23:12:00.555,2019/01/11 23:12:00.555
112,G,2019/01/11 23:12:08.364,2019/01/11 23:12:08.364
103,K,2019/01/11 23:16:31.583,2019/01/11 23:16:31.583
110,H,2019/01/11 23:16:35.323,2019/01/11 23:16:35.323
115,F,2019/01/11 23:17:31.038,2019/01/11 23:17:31.038
99,G,2019/01/11 23:17:51.619,2019/01/11 23:17:51.619
118,A,2019/01/11 23:20:00.000,2019/01/11 23:20:00.000
100,J,2019/01/11 23:22:34.426,2019/01/11 23:22:34.426
106,M,2019/01/11 23:23:19.534,2019/01/11 23:23:19.534
117,B,2019/01/11 23:27:52.195,2019/01/11 23:27:52.195
114,E,2019/01/11 23:28:35.966,2019/01/11 23:28:35.966
111,H,2019/01/11 23:32:47.221,2019/01/11 23:32:47.221
102,M,2019/01/11 23:33:47.325,2019/01/11 23:33:47.325
96,O,2019/01/11 23:34:06.067,2019/01/11 23:34:06.067
116,C,2019/01/11 23:35:26.501,2019/01/11 23:35:26.501
108,B,2019/01/11 23:36:57.793,2019/01/11 23:36:57.793
113,G,2019/01/11 23:39:40.231,2019/01/11 23:39:40.231
105,A,2019/01/11 23:39:54.014,2019/01/11 23:39:54.014
119,A,2019/01/11 23:40:00.000,2019/01/11 23:40:00.000
112,I,2019/01/11 23:43:52.560,2019/01/11 23:43:52.560
100,L,2019/01/11 23:49:08.034,2019/01/11 23:49:08.034
103,M,2019/01/11 23:49:10.156,2019/01/11 23:49:10.156
99,I,2019/01/11 23:49:50.873,2019/01/11 23:49:50.873
106,N,2019/01/11 23:49:57.253,2019/01/11 23:49:57.253
115,E,2019/01/11 23:51:28.884,2019/01/11 23:51:28.884
114,G,2019/01/11 23:52:49.079,2019/01/11 23:52:49.079
118,B,2019/01/11 23:54:37.699,2019/01/11 23:54:37.699
117,C,2019/01/11 23:57:47.971,2019/01/11 23:57:47.971
120,A,2019/01/12 00:00:00.000,2019/01/12 00:00:00.000
102,O,2019/01/12 00:01:48.447,2019/01/12 00:01:48.447
108,C,2019/01/12 00:03:45.031,2019/01/12 00:03:45.031
116,A,2019/01/12 00:08:13.315,2019/01/12 00:08:13.315
113,H,2019/01/12 00:08:51.221,2019/01/12 00:08:51.221
112,J,2019/01/12 00:12:58.622,2019/01/12 00:12:58.622
105,B,2019/01/12 00:13:25.080,2019/01/12 00:13:25.080
103,O,2019/01/12 00:16:33.765,2019/01/12 00:16:33.765
119,D,2019/01/12 00:16:44.494,2019/01/12 00:16:44.494
114,H,2019/01/12 00:16:57.662,2019/01/12 00:16:57.662
99,J,2019/01/12 00:17:31.693,2019/01/12 00:17:31.693
115,G,2019/01/12 00:19:17.769,2019/01/12 00:19:17.769
100,M,2019/01/12 00:19:23.490,2019/01/12 00:19:23.490
121,A,2019/01/12 00:20:00.000,2019/01/12 00:20:00.000
118,C,2019/01/12 00:20:27.088,2019/01/12 00:20:27.088
117,A,2019/01/12 00:28:51.106,2019/01/12 00:28:51.106
120,D,2019/01/12 00:31:20.327,2019/01/12 00:31:20.327
116,D,2019/01/12 00:35:48.767,2019/01/12 00:35:48.767
108,A,2019/01/12 00:37:57.179,2019/01/12 00:37:57.179
112,K,2019/01/12 00:38:25.988,2019/01/12 00:38:25.988
122,A,2019/01/12 00:40:00.000,2019/01/12 00:40:00.000
119,F,2019/01/12 00:43:11.734,2019/01/12 00:43:11.734
115,I,2019/01/12 00:45:27.157,2019/01/12 00:45:27.157
105,C,2019/01/12 00:45:27.164,2019/01/12 00:45:27.164
99,K,2019/01/12 00:45:56.645,2019/01/12 00:45:56.645
118,A,2019/01/12 00:47:32.122,2019/01/12 00:47:32.122
100,O,2019/01/12 00:50:36.620,2019/01/12 00:50:36.620
121,B,2019/01/12 00:51:27.110,2019/01/12 00:51:27.110
109,A,2019/01/12 00:53:58.721,2019/01/12 00:53:58.721
117,D,2019/01/12 00:55:42.326,2019/01/12 00:55:42.326
123,A,2019/01/12 01:00:00.000,2019/01/12 01:00:00.000
120,F,2019/01/12 01:03:30.365,2019/01/12 01:03:30.365
116,F,2019/01/12 01:05:25.695,2019/01/12 01:05:25.695
108,B,2019/01/12 01:06:20.641,2019/01/12 01:06:20.641
112,M,2019/01/12 01:10:52.708,2019/01/12 01:10:52.708
105,A,2019/01/12 01:11:14.640,2019/01/12 01:11:14.640
115,J,2019/01/12 01:13:46.550,2019/01/12 01:13:46.550
122,D,2019/01/12 01:14:17.147,2019/01/12 01:14:17.147
99,M,2019/01/12 01:14:49.885,2019/01/12 01:14:49.885
119,E,2019/01/12 01:15:13.443,2019/01/12 01:15:13.443
121,C,2019/01/12 01:16:43.428,2019/01/12 01:16:43.428
118,B,2019/01/12 01:19:17.665,2019/01/12 01:19:17.665
124,A,2019/01/12 01:20:00.000,2019/01/12 01:20:00.000
109,D,2019/01/12 01:24:28.299,2019/01/12 01:24:28.299
117,F,2019/01/12 01:25:45.828,2019/01/12 01:25:45.828
123,B,2019/01/12 01:28:38.929,2019/01/12 01:28:38.929
116,E,2019/01/12 01:33:30.883,2019/01/12 01:33:30.883
120,E,2019/01/12 01:34:12.335,2019/01/12 01:34:12.335
108,C,2019/01/12 01:39:32.158,2019/01/12 01:39:32.158
125,A,2019/01/12 01:40:00.000,2019/01/12 01:40:00.000
122,F,2019/01/12 01:40:31.963,2019/01/12 01:40:31.963
115,K,2019/01/12 01:41:08.932,2019/01/12 01:41:08.932
112,N,2019/01/12 01:42:28.924,2019/01/12 01:42:28.924
99,O,2019/01/12 01:42:55.135,2019/01/12 01:42:55.135
119,G,2019/01/12 01:44:48.409,2019/01/12 01:44:48.409
121,A,2019/01/12 01:45:53.821,2019/01/12 01:45:53.821
105,B,2019/01/12 01:45:56.766,2019/01/12 01:45:56.766
118,C,2019/01/12 01:49:05.264,2019/01/12 01:49:05.264
124,B,2019/01/12 01:49:11.814,2019/01/12 01:49:11.814
123,C,2019/01/12 01:52:42.556,2019/01/12 01:52:42.556
109,F,2019/01/12 01:53:21.492,2019/01/12 01:53:21.492
117,E,2019/01/12 01:56:30.393,2019/01/12 01:56:30.393
126,A,2019/01/12 02:00:00.000,2019/01/12 02:00:00.000
120,G,2019/01/12 02:00:36.586,2019/01/12 02:00:36.586
116,G,2019/01/12 02:04:11.457,2019/01/12 02:04:11.457
115,M,2019/01/12 02:09:16.079,2019/01/12 02:09:16.079
108,A,2019/01/12 02:09:16.573,2019/01/12 02:09:16.573
125,D,2019/01/12 02:09:29.880,2019/01/12 02:09:29.880
119,I,2019/01/12 02:10:32.269,2019/01/12 02:10:32.269
122,E,2019/01/12 02:10:48.245,2019/01/12 02:10:48.245
105,C,2019/01/12 02:12:32.858,2019/01/12 02:12:32.858
121,D,2019/01/12 02:14:22.737,2019/01/12 02:14:22.737
118,A,2019/01/12 02:17:18.137,2019/01/12 02:17:18.137
127,A,2019/01/12 02:20:00.000,2019/01/12 02:20:00.000
124,C,2019/01/12 02:20:46.223,2019/01/12 02:20:46.223
123,A,2019/01/12 02:23:07.891,2019/01/12 02:23:07.891
109,E,2019/01/12 02:26:44.218,2019/01/12 02:26:44.218
116,I,2019/01/12 02:27:44.935,2019/01/12 02:27:44.935
117,G,2019/01/12 02:29:30.824,2019/01/12 02:29:30.824
126,B,2019/01/12 02:30:28.196,2019/01/12 02:30:28.196
120,I,2019/01/12 02:32:45.024,2019/01/12 02:32:45.024
115,N,2019/01/12 02:35:00.483,2019/01/12 02:35:00.483
108,D,2019/01/12 02:35:09.309,2019/01/12 02:35:09.309
119,J,2019/01/12 02:36:32.102,2019/01/12 02:36:32.102
125,F,2019/01/12 02:37:17.363,2019/01/12 02:37:17.363
121,F,2019/01/12 02:39:36.100,2019/01/12 02:39:36.100
128,A,2019/01/12 02:40:00.000,2019/01/12 02:40:00.000
122,G,2019/01/12 02:42:59.098,2019/01/12 02:42:59.098
105,A,2019/01/12 02:44:34.559,2019/01/12 02:44:34.559
