case,activity,timestamp
73,H,2019/01/11 17:05:34.931
63,F,2019/01/11 17:07:09.052
51,M,2019/01/11 17:08:29.221
79,D,2019/01/11 17:10:03.381
68,N,2019/01/11 17:13:38.304
67,I,2019/01/11 17:15:23.999
81,A,2019/01/11 17:20:00.000
78,C,2019/01/11 17:21:27.481
74,C,2019/01/11 17:22:57.198
77,E,2019/01/11 17:23:09.820
75,B,2019/01/11 17:24:31.620
80,D,2019/01/11 17:28:54.056
66,K,2019/01/11 17:30:53.039
51,N,2019/01/11 17:38:05.877
63,E,2019/01/11 17:38:32.942
79,F,2019/01/11 17:39:33.989
82,A,2019/01/11 17:40:00.000
78,A,2019/01/11 17:52:14.576
67,K,2019/01/11 17:52:21.329
77,G,2019/01/11 17:55:46.220
74,A,2019/01/11 17:56:28.013
81,D,2019/01/11 17:57:41.283
83,A,2019/01/11 18:00:00.000
66,M,2019/01/11 18:00:15.041
80,F,2019/01/11 18:00:59.505
75,C,2019/01/11 18:01:53.350
79,E,2019/01/11 18:08:07.224
63,G,2019/01/11 18:10:12.926
82,D,2019/01/11 18:14:35.211
84,A,2019/01/11 18:20:00.000
78,D,2019/01/11 18:24:11.969
67,M,2019/01/11 18:24:33.409
74,D,2019/01/11 18:25:52.495
77,H,2019/01/11 18:26:25.592
81,F,2019/01/11 18:27:21.999
66,N,2019/01/11 18:28:39.914
83,D,2019/01/11 18:28:54.585
80,E,2019/01/11 18:30:03.332
75,A,2019/01/11 18:34:42.064
79,G,2019/01/11 18:36:16.103
85,A,2019/01/11 18:40:00.000
63,J,2019/01/11 18:43:36.339
78,F,2019/01/11 18:48:35.673
84,D,2019/01/11 18:48:39.971
82,F,2019/01/11 18:50:10.760
74,F,2019/01/11 18:51:59.986
67,O,2019/01/11 18:53:25.229
81,E,2019/01/11 18:58:03.636
86,A,2019/01/11 19:00:00.000
83,F,2019/01/11 19:00:15.464
75,D,2019/01/11 19:03:19.858
80,G,2019/01/11 19:04:39.986
79,H,2019/01/11 19:05:59.007
85,B,2019/01/11 19:11:55.013
63,I,2019/01/11 19:13:26.268
78,E,2019/01/11 19:16:11.956
87,A,2019/01/11 19:20:00.000
84,F,2019/01/11 19:20:18.265
82,E,2019/01/11 19:21:03.343
81,G,2019/01/11 19:23:58.707
74,E,2019/01/11 19:24:42.602
80,J,2019/01/11 19:35:22.318
83,E,2019/01/11 19:35:29.793
85,C,2019/01/11 19:35:30.486
86,B,2019/01/11 19:36:09.990
75,F,2019/01/11 19:36:34.205
88,A,2019/01/11 19:40:00.000
63,K,2019/01/11 19:43:04.836
84,E,2019/01/11 19:46:09.027
78,G,2019/01/11 19:47:59.521
82,G,2019/01/11 19:51:00.373
87,D,2019/01/11 19:51:19.292
81,J,2019/01/11 19:54:11.549
74,G,2019/01/11 19:56:04.814
89,A,2019/01/11 20:00:00.000
85,A,2019/01/11 20:02:02.404
86,C,2019/01/11 20:05:25.662
83,G,2019/01/11 20:05:56.685
80,L,2019/01/11 20:06:22.406
84,G,2019/01/11 20:11:18.599
75,E,2019/01/11 20:11:29.448
63,M,2019/01/11 20:11:38.366
88,D,2019/01/11 20:12:05.706
82,J,2019/01/11 20:13:12.273
78,J,2019/01/11 20:14:21.130
90,A,2019/01/11 20:20:00.000
87,F,2019/01/11 20:20:06.388
74,J,2019/01/11 20:24:39.495
81,I,2019/01/11 20:24:48.294
85,B,2019/01/11 20:29:25.596
89,B,2019/01/11 20:30:45.194
86,A,2019/01/11 20:31:59.803
80,M,2019/01/11 20:33:17.105
83,J,2019/01/11 20:33:43.524
63,N,2019/01/11 20:35:57.114
75,G,2019/01/11 20:38:37.333
91,A,2019/01/11 20:40:00.000
78,L,2019/01/11 20:40:37.705
84,H,2019/01/11 20:45:30.286
88,F,2019/01/11 20:45:39.643
82,I,2019/01/11 20:46:07.650
87,E,2019/01/11 20:50:17.214
90,B,2019/01/11 20:52:04.168
74,I,2019/01/11 20:54:46.797
81,K,2019/01/11 20:54:50.846
85,C,2019/01/11 20:55:17.167
92,A,2019/01/11 21:00:00.000
86,B,2019/01/11 21:00:48.837
89,C,2019/01/11 21:01:30.538
80,O,2019/01/11 21:03:06.860
75,J,2019/01/11 21:04:54.634
91,D,2019/01/11 21:09:53.498
83,L,2019/01/11 21:10:26.512
78,M,2019/01/11 21:11:03.007
88,E,2019/01/11 21:13:37.927
82,K,2019/01/11 21:15:43.680
93,A,2019/01/11 21:20:00.000
90,C,2019/01/11 21:20:15.197
87,G,2019/01/11 21:21:11.324
81,M,2019/01/11 21:23:02.987
74,K,2019/01/11 21:26:20.268
85,A,2019/01/11 21:27:54.539
92,B,2019/01/11 21:28:57.168
75,I,2019/01/11 21:31:00.027
86,C,2019/01/11 21:31:07.607
89,A,2019/01/11 21:33:51.939
94,A,2019/01/11 21:40:00.000
88,G,2019/01/11 21:41:17.094
78,O,2019/01/11 21:42:15.140
82,M,2019/01/11 21:42:20.286
91,F,2019/01/11 21:42:38.737
83,M,2019/01/11 21:44:04.232
93,D,2019/01/11 21:46:18.991
90,A,2019/01/11 21:49:37.854
74,M,2019/01/11 21:52:46.743
87,J,2019/01/11 21:52:57.817
81,O,2019/01/11 21:55:34.761
85,D,2019/01/11 21:58:24.565
75,K,2019/01/11 21:59:36.824
86,A,2019/01/11 21:59:53.935
95,A,2019/01/11 22:00:00.000
92,C,2019/01/11 22:00:40.425
88,J,2019/01/11 22:07:07.533
89,D,2019/01/11 22:07:55.995
94,B,2019/01/11 22:08:35.748
82,O,2019/01/11 22:11:38.980
91,E,2019/01/11 22:16:20.677
83,O,2019/01/11 22:18:21.165
93,F,2019/01/11 22:19:04.596
90,B,2019/01/11 22:19:40.842
96,A,2019/01/11 22:20:00.000
87,L,2019/01/11 22:26:10.601
75,M,2019/01/11 22:26:27.751
74,N,2019/01/11 22:26:49.392
92,A,2019/01/11 22:28:02.042
85,F,2019/01/11 22:28:04.278
95,D,2019/01/11 22:31:48.116
86,D,2019/01/11 22:31:54.009
88,I,2019/01/11 22:33:39.250
89,F,2019/01/11 22:39:38.475
97,A,2019/01/11 22:40:00.000
96,B,2019/01/11 22:40:21.009
94,C,2019/01/11 22:41:28.497
91,G,2019/01/11 22:45:44.896
93,E,2019/01/11 22:46:14.779
90,C,2019/01/11 22:49:15.953
75,N,2019/01/11 22:56:54.959
92,B,2019/01/11 22:58:02.776
87,M,2019/01/11 22:59:09.012
98,A,2019/01/11 23:00:00.000
95,F,2019/01/11 23:01:35.652
85,E,2019/01/11 23:01:55.295
88,K,2019/01/11 23:03:31.530
86,F,2019/01/11 23:05:33.882
89,E,2019/01/11 23:06:51.822
97,B,2019/01/11 23:08:43.131
96,C,2019/01/11 23:10:22.177
94,A,2019/01/11 23:11:53.059
93,G,2019/01/11 23:11:58.502
91,H,2019/01/11 23:19:23.695
99,A,2019/01/11 23:20:00.000
90,A,2019/01/11 23:20:46.418
92,C,2019/01/11 23:25:30.457
98,D,2019/01/11 23:26:57.210
85,G,2019/01/11 23:28:11.345
95,E,2019/01/11 23:30:13.488
87,N,2019/01/11 23:30:19.881
88,M,2019/01/11 23:31:27.761
96,A,2019/01/11 23:37:05.595
89,G,2019/01/11 23:37:33.375
86,E,2019/01/11 23:38:22.477
97,C,2019/01/11 23:39:53.269
94,B,2019/01/11 23:42:22.336
93,H,2019/01/11 23:45:35.020
90,B,2019/01/11 23:51:10.172
85,J,2019/01/11 23:55:37.687
99,B,2019/01/11 23:56:29.648
92,A,2019/01/11 23:58:41.790
88,O,2019/01/12 00:00:12.883
95,G,2019/01/12 00:00:22.131
98,F,2019/01/12 00:00:30.099
86,G,2019/01/12 00:04:06.948
97,A,2019/01/12 00:05:01.699
89,H,2019/01/12 00:07:47.811
94,C,2019/01/12 00:09:37.396
96,D,2019/01/12 00:10:21.145
90,C,2019/01/12 00:22:36.104
99,C,2019/01/12 00:24:37.015
98,E,2019/01/12 00:28:45.941
85,I,2019/01/12 00:29:10.736
95,H,2019/01/12 00:31:08.221
92,B,2019/01/12 00:31:48.901
86,H,2019/01/12 00:32:17.743
97,D,2019/01/12 00:35:13.027
96,F,2019/01/12 00:37:50.339
94,A,2019/01/12 00:40:04.063
90,A,2019/01/12 00:52:50.844
99,A,2019/01/12 00:54:51.497
85,K,2019/01/12 00:55:26.613
98,G,2019/01/12 00:59:11.495
92,C,2019/01/12 01:01:10.293
97,F,2019/01/12 01:01:52.868
96,E,2019/01/12 01:08:13.191
94,B,2019/01/12 01:08:37.190
90,D,2019/01/12 01:20:23.504
99,B,2019/01/12 01:24:25.896
85,M,2019/01/12 01:27:29.632
98,J,2019/01/12 01:27:57.177
92,A,2019/01/12 01:28:07.440
97,E,2019/01/12 01:29:22.813
96,G,2019/01/12 01:37:08.136
94,C,2019/01/12 01:40:52.969
90,F,2019/01/12 01:49:57.774
99,C,2019/01/12 01:53:32.779
85,N,2019/01/12 01:54:13.408
92,B,2019/01/12 01:56:08.206
98,L,2019/01/12 01:56:28.103
97,G,2019/01/12 01:58:29.054
94,A,2019/01/12 02:09:48.173
96,J,2019/01/12 02:10:14.924
90,E,2019/01/12 02:21:33.991
99,A,2019/01/12 02:22:58.069
98,M,2019/01/12 02:27:46.694
97,H,2019/01/12 02:28:35.937
92,C,2019/01/12 02:30:03.553
94,D,2019/01/12 02:42:03.214
96,L,2019/01/12 02:42:32.560
90,G,2019/01/12 02:46:53.457
99,D,2019/01/12 02:47:56.932
98,N,2019/01/12 02:54:05.499
92,A,2019/01/12 03:04:46.667
94,F,2019/01/12 03:11:44.281
96,M,2019/01/12 03:12:56.758
90,J,2019/01/12 03:20:10.163
99,F,2019/01/12 03:22:06.528
92,D,2019/01/12 03:35:07.715
94,E,2019/01/12 03:36:00.340
96,O,2019/01/12 03:43:05.478
90,L,2019/01/12 03:47:26.253
99,E,2019/01/12 03:54:44.983
94,G,2019/01/12 04:05:14.065
92,F,2019/01/12 04:10:02.404
90,M,2019/01/12 04:18:34.992
99,G,2019/01/12 04:28:55.193
94,H,2019/01/12 04:38:00.021
92,E,2019/01/12 04:41:12.383
90,N,2019/01/12 04:45:55.523
99,J,2019/01/12 04:59:27.423
92,G,2019/01/12 05:09:48.127
99,L,2019/01/12 05:32:24.782
92,J,2019/01/12 05:38:10.585
99,M,2019/01/12 06:06:55.015
92,I,2019/01/12 06:09:17.598
92,K,2019/01/12 06:37:11.719
99,N,2019/01/12 06:37:53.570
92,M,2019/01/12 07:15:46.493
92,O,2019/01/12 07:42:47.775
