case,activity,timestamp
72,G,2019/01/11 16:18:13.899
60,N,2019/01/11 16:18:37.499
70,H,2019/01/11 16:18:38.385
78,A,2019/01/11 16:20:00.000
56,A,2019/01/11 16:21:02.134
71,I,2019/01/11 16:23:47.146
64,A,2019/01/11 16:27:37.577
77,D,2019/01/11 16:30:19.736
66,O,2019/01/11 16:32:35.213
55,G,2019/01/11 16:35:24.563
79,A,2019/01/11 16:40:00.000
58,C,2019/01/11 16:40:07.418
73,G,2019/01/11 16:41:31.862
67,F,2019/01/11 16:43:11.573
75,A,2019/01/11 16:44:09.755
69,G,2019/01/11 16:44:22.258
76,F,2019/01/11 16:46:03.093
70,P,2019/01/11 16:46:05.107
72,H,2019/01/11 16:48:15.540
54,C,2019/01/11 16:48:26.086
56,D,2019/01/11 16:52:40.766
78,B,2019/01/11 16:53:23.034
71,J,2019/01/11 16:54:52.523
64,B,2019/01/11 16:55:52.763
77,F,2019/01/11 16:59:29.967
80,A,2019/01/11 17:00:00.000
73,H,2019/01/11 17:07:26.888
55,I,2019/01/11 17:10:31.985
79,D,2019/01/11 17:10:44.483
58,A,2019/01/11 17:10:50.867
67,E,2019/01/11 17:11:40.408
69,I,2019/01/11 17:14:13.842
75,D,2019/01/11 17:14:55.189
76,E,2019/01/11 17:15:49.878
72,P,2019/01/11 17:18:41.964
81,A,2019/01/11 17:20:00.000
54,A,2019/01/11 17:20:00.816
56,F,2019/01/11 17:20:09.960
64,C,2019/01/11 17:22:34.529
71,K,2019/01/11 17:22:46.259
78,C,2019/01/11 17:27:14.031
74,I,2019/01/11 17:29:06.756
77,E,2019/01/11 17:31:21.262
80,D,2019/01/11 17:34:18.974
73,P,2019/01/11 17:36:48.089
67,G,2019/01/11 17:39:00.686
82,A,2019/01/11 17:40:00.000
79,F,2019/01/11 17:41:17.395
55,J,2019/01/11 17:41:44.137
75,F,2019/01/11 17:44:10.570
76,G,2019/01/11 17:45:57.184
54,D,2019/01/11 17:46:36.513
58,D,2019/01/11 17:47:05.806
69,J,2019/01/11 17:47:58.496
81,B,2019/01/11 17:52:08.023
56,E,2019/01/11 17:52:46.347
78,A,2019/01/11 17:54:30.326
74,J,2019/01/11 17:55:15.613
64,A,2019/01/11 17:57:05.953
71,M,2019/01/11 17:57:26.753
83,A,2019/01/11 18:00:00.000
77,G,2019/01/11 18:01:16.749
82,B,2019/01/11 18:03:31.280
80,F,2019/01/11 18:05:06.227
67,H,2019/01/11 18:05:42.063
79,E,2019/01/11 18:11:56.914
75,E,2019/01/11 18:12:32.198
58,F,2019/01/11 18:12:41.557
55,K,2019/01/11 18:12:54.802
69,K,2019/01/11 18:18:16.012
84,A,2019/01/11 18:20:00.000
76,P,2019/01/11 18:20:02.870
81,C,2019/01/11 18:20:33.603
54,F,2019/01/11 18:21:25.195
56,G,2019/01/11 18:23:24.562
82,C,2019/01/11 18:26:40.268
78,D,2019/01/11 18:27:22.491
74,L,2019/01/11 18:27:38.537
77,P,2019/01/11 18:28:27.921
71,O,2019/01/11 18:30:20.724
64,D,2019/01/11 18:30:48.480
80,E,2019/01/11 18:33:08.405
83,D,2019/01/11 18:33:33.190
67,P,2019/01/11 18:37:04.355
85,A,2019/01/11 18:40:00.000
69,M,2019/01/11 18:42:07.674
79,G,2019/01/11 18:42:46.820
58,E,2019/01/11 18:43:49.513
75,G,2019/01/11 18:46:49.078
55,M,2019/01/11 18:46:54.893
54,E,2019/01/11 18:47:46.671
84,D,2019/01/11 18:48:38.792
81,A,2019/01/11 18:51:25.517
78,F,2019/01/11 18:55:37.905
74,M,2019/01/11 18:55:41.154
82,A,2019/01/11 18:58:20.701
56,I,2019/01/11 18:59:06.793
86,A,2019/01/11 19:00:00.000
83,F,2019/01/11 19:02:19.806
80,G,2019/01/11 19:03:52.675
64,F,2019/01/11 19:08:52.013
69,O,2019/01/11 19:10:07.234
85,D,2019/01/11 19:14:01.938
84,F,2019/01/11 19:14:22.861
79,I,2019/01/11 19:15:23.753
75,P,2019/01/11 19:15:58.799
55,N,2019/01/11 19:17:14.821
54,G,2019/01/11 19:17:25.653
87,A,2019/01/11 19:20:00.000
58,G,2019/01/11 19:20:30.083
81,D,2019/01/11 19:20:44.695
78,E,2019/01/11 19:25:31.613
74,O,2019/01/11 19:26:53.153
82,D,2019/01/11 19:27:02.516
56,J,2019/01/11 19:29:46.558
80,P,2019/01/11 19:31:16.337
86,B,2019/01/11 19:34:18.579
83,E,2019/01/11 19:34:54.682
84,E,2019/01/11 19:38:19.557
88,A,2019/01/11 19:40:00.000
64,E,2019/01/11 19:41:43.934
54,I,2019/01/11 19:47:08.705
81,F,2019/01/11 19:47:56.943
79,J,2019/01/11 19:48:30.505
85,F,2019/01/11 19:49:58.721
87,B,2019/01/11 19:51:57.550
58,I,2019/01/11 19:53:04.967
78,G,2019/01/11 19:54:27.976
56,K,2019/01/11 19:58:08.134
82,F,2019/01/11 19:59:49.996
89,A,2019/01/11 20:00:00.000
83,G,2019/01/11 20:03:15.824
84,G,2019/01/11 20:05:27.310
88,D,2019/01/11 20:06:34.843
86,C,2019/01/11 20:07:00.314
64,G,2019/01/11 20:09:14.682
54,J,2019/01/11 20:16:09.583
79,K,2019/01/11 20:17:32.360
81,E,2019/01/11 20:17:42.174
85,E,2019/01/11 20:19:32.382
58,J,2019/01/11 20:19:56.354
90,A,2019/01/11 20:20:00.000
78,H,2019/01/11 20:21:59.597
87,C,2019/01/11 20:22:22.550
56,M,2019/01/11 20:27:27.814
82,E,2019/01/11 20:28:40.630
89,D,2019/01/11 20:32:21.396
88,F,2019/01/11 20:32:51.185
83,H,2019/01/11 20:34:23.968
86,A,2019/01/11 20:39:26.093
91,A,2019/01/11 20:40:00.000
64,I,2019/01/11 20:41:46.288
84,I,2019/01/11 20:42:44.020
79,M,2019/01/11 20:44:54.545
54,K,2019/01/11 20:47:48.968
81,G,2019/01/11 20:48:24.540
58,L,2019/01/11 20:50:54.819
85,G,2019/01/11 20:52:11.957
78,P,2019/01/11 20:52:20.118
90,D,2019/01/11 20:52:37.663
56,O,2019/01/11 20:53:24.326
87,A,2019/01/11 20:54:46.866
82,G,2019/01/11 20:56:25.675
88,E,2019/01/11 20:56:35.914
92,A,2019/01/11 21:00:00.000
89,F,2019/01/11 21:02:10.659
83,P,2019/01/11 21:05:16.075
64,J,2019/01/11 21:05:17.923
91,B,2019/01/11 21:06:44.755
86,B,2019/01/11 21:09:30.562
84,J,2019/01/11 21:15:07.153
79,O,2019/01/11 21:15:48.533
81,H,2019/01/11 21:19:01.572
93,A,2019/01/11 21:20:00.000
58,M,2019/01/11 21:20:03.017
54,M,2019/01/11 21:21:07.963
87,B,2019/01/11 21:22:07.850
85,H,2019/01/11 21:22:46.528
90,F,2019/01/11 21:22:48.484
88,G,2019/01/11 21:22:58.236
92,D,2019/01/11 21:23:58.532
89,E,2019/01/11 21:31:54.765
82,P,2019/01/11 21:32:03.760
64,K,2019/01/11 21:33:23.643
91,C,2019/01/11 21:37:10.094
86,C,2019/01/11 21:38:33.424
94,A,2019/01/11 21:40:00.000
84,K,2019/01/11 21:45:32.329
58,N,2019/01/11 21:47:04.914
93,D,2019/01/11 21:47:29.216
85,P,2019/01/11 21:51:30.116
81,P,2019/01/11 21:51:43.238
54,O,2019/01/11 21:52:01.550
87,C,2019/01/11 21:53:33.951
92,F,2019/01/11 21:54:49.379
88,I,2019/01/11 21:55:55.744
95,A,2019/01/11 22:00:00.000
89,G,2019/01/11 22:00:00.562
90,E,2019/01/11 22:02:02.114
64,M,2019/01/11 22:03:15.877
86,A,2019/01/11 22:07:40.632
91,A,2019/01/11 22:11:48.352
94,B,2019/01/11 22:11:56.906
84,M,2019/01/11 22:16:54.724
96,A,2019/01/11 22:20:00.000
93,F,2019/01/11 22:20:30.173
87,A,2019/01/11 22:23:53.517
92,E,2019/01/11 22:27:02.020
88,J,2019/01/11 22:28:05.857
95,B,2019/01/11 22:30:25.263
64,O,2019/01/11 22:31:32.807
90,G,2019/01/11 22:33:35.147
89,I,2019/01/11 22:36:12.959
86,D,2019/01/11 22:38:15.111
91,D,2019/01/11 22:39:34.608
94,C,2019/01/11 22:39:39.251
97,A,2019/01/11 22:40:00.000
84,N,2019/01/11 22:45:27.934
93,E,2019/01/11 22:48:33.235
96,D,2019/01/11 22:49:34.577
92,G,2019/01/11 22:55:35.418
87,D,2019/01/11 22:57:47.073
95,C,2019/01/11 22:59:36.767
88,K,2019/01/11 22:59:43.645
98,A,2019/01/11 23:00:00.000
90,P,2019/01/11 23:00:48.856
91,F,2019/01/11 23:05:41.024
89,J,2019/01/11 23:08:55.006
86,F,2019/01/11 23:09:17.848
94,A,2019/01/11 23:10:49.793
97,B,2019/01/11 23:10:59.266
99,A,2019/01/11 23:20:00.000
96,F,2019/01/11 23:20:12.900
92,I,2019/01/11 23:22:27.053
93,G,2019/01/11 23:22:48.908
87,F,2019/01/11 23:26:50.948
88,M,2019/01/11 23:28:01.436
95,A,2019/01/11 23:29:57.978
98,B,2019/01/11 23:34:56.076
91,E,2019/01/11 23:38:17.486
89,K,2019/01/11 23:40:42.857
97,C,2019/01/11 23:42:23.500
86,E,2019/01/11 23:43:04.982
94,B,2019/01/11 23:44:13.345
96,E,2019/01/11 23:46:49.878
87,E,2019/01/11 23:51:07.070
99,D,2019/01/11 23:51:13.127
93,H,2019/01/11 23:52:06.363
92,J,2019/01/11 23:52:25.898
88,N,2019/01/11 23:57:52.554
95,B,2019/01/12 00:04:40.675
89,M,2019/01/12 00:07:39.353
91,G,2019/01/12 00:08:02.622
94,C,2019/01/12 00:09:52.845
98,C,2019/01/12 00:10:42.763
96,G,2019/01/12 00:15:54.213
86,G,2019/01/12 00:15:59.690
97,A,2019/01/12 00:17:03.686
92,L,2019/01/12 00:21:18.736
99,F,2019/01/12 00:25:15.923
93,P,2019/01/12 00:26:19.937
87,G,2019/01/12 00:26:22.686
89,N,2019/01/12 00:34:00.341
95,C,2019/01/12 00:35:01.896
91,H,2019/01/12 00:37:02.403
94,A,2019/01/12 00:38:15.065
98,A,2019/01/12 00:42:22.454
96,H,2019/01/12 00:45:13.159
97,B,2019/01/12 00:45:26.022
86,I,2019/01/12 00:49:23.095
92,M,2019/01/12 00:50:56.126
87,P,2019/01/12 00:59:15.809
95,A,2019/01/12 01:02:02.983
99,E,2019/01/12 01:02:21.762
91,P,2019/01/12 01:07:09.458
98,B,2019/01/12 01:14:02.499
96,P,2019/01/12 01:16:10.052
94,B,2019/01/12 01:16:28.116
97,C,2019/01/12 01:21:03.795
86,J,2019/01/12 01:23:04.589
92,N,2019/01/12 01:23:52.353
95,D,2019/01/12 01:32:25.507
99,G,2019/01/12 01:36:36.084
98,C,2019/01/12 01:43:33.020
94,C,2019/01/12 01:43:46.744
86,K,2019/01/12 01:48:37.032
97,A,2019/01/12 01:56:57.417
95,F,2019/01/12 01:59:59.441
99,P,2019/01/12 02:05:40.961
94,A,2019/01/12 02:06:24.186
86,M,2019/01/12 02:18:42.957
98,A,2019/01/12 02:19:50.270
97,D,2019/01/12 02:23:37.467
95,E,2019/01/12 02:29:29.928
94,D,2019/01/12 02:33:58.540
98,D,2019/01/12 02:47:12.639
86,O,2019/01/12 02:54:16.923
97,F,2019/01/12 02:59:02.332
95,G,2019/01/12 03:00:09.156
94,F,2019/01/12 03:03:17.225
98,F,2019/01/12 03:13:25.118
95,P,2019/01/12 03:28:06.900
97,E,2019/01/12 03:32:29.036
94,E,2019/01/12 03:32:53.547
98,E,2019/01/12 03:43:37.109
94,G,2019/01/12 03:59:23.002
97,G,2019/01/12 03:59:54.141
98,G,2019/01/12 04:13:51.361
97,P,2019/01/12 04:27:05.340
94,I,2019/01/12 04:28:15.151
98,H,2019/01/12 04:44:01.606
94,J,2019/01/12 04:55:33.146
98,P,2019/01/12 05:14:58.558
94,K,2019/01/12 05:20:28.216
94,M,2019/01/12 05:52:43.626
94,O,2019/01/12 06:21:36.483
